"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2015";"Luverdense";"Oeste";1,86;3,54;4,75;1;1;2015-07-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Paraná";2,31;3,28;3,42;2;0;2015-09-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Paysandu";2,52;3,34;2,95;1;0;2015-08-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Sampaio Corrêa";2,14;3,36;3,76;2;1;2015-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Santa Cruz";2,25;3,3;3,48;2;2;2015-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Vitória";3,39;3,38;2,25;0;2;2015-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"ABC";2,02;3,54;3,99;3;1;2015-10-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"América Mineiro";2,47;3,23;3,11;1;1;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Atlético GO";2,15;3,36;3,67;0;1;2015-08-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Bahia";2,93;3,31;2,56;0;0;2015-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Boa";1,4;4,87;9,1;1;1;2015-11-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Botafogo";4,64;3,65;1,83;4;2;2015-06-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Bragantino";1,78;3,68;4,99;2;5;2015-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Ceará";2,53;3,29;2,98;1;2;2015-08-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"CRB";2,11;3,43;3,77;0;0;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Criciúma";2,24;3,32;3,55;1;1;2015-09-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Luverdense";2,2;3,34;3,63;1;3;2015-09-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Mogi Mirim";1,56;4,24;6,52;1;0;2015-10-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Náutico";2,66;3,35;2,81;1;1;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Oeste";2,03;3,39;4,03;4;2;2015-05-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Paraná";1,99;3,49;4,06;0;0;2015-07-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Paysandu";2,12;3,43;3,68;2;1;2015-07-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Sampaio Corrêa";2,17;3,36;3,61;1;1;2015-08-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Santa Cruz";2,29;3,4;3,29;2;0;2015-05-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Macaé";"Vitória";2,53;3,42;2,92;0;2;2015-11-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"ABC";2,35;3,33;3,23;2;2;2015-08-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"América Mineiro";4;3,5;2,02;1;2;2015-10-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Atlético GO";3;3,28;2,55;0;2;2015-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Bahia";3,52;3,38;2,2;1;1;2015-08-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Boa";1,85;3,43;4,89;0;2;2015-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Botafogo";4,98;3,73;1,78;0;3;2015-09-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Bragantino";2,31;3,31;3,37;2;3;2015-07-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Ceará";3,19;3,44;2,35;0;2;2015-10-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"CRB";2,09;3,42;3,79;0;1;2015-06-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Criciúma";2,95;3,36;2,51;1;2;2015-05-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Luverdense";2,2;3,37;3,53;1;1;2015-08-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Macaé";2,15;3,35;3,68;3;1;2015-07-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Náutico";2,72;3,34;2,72;2;1;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Oeste";2,2;3,34;3,63;0;0;2015-09-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Paraná";2,95;3,31;2,57;1;2;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Paysandu";6,99;4,31;1,53;1;1;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Sampaio Corrêa";2,11;3,44;3,69;1;1;2015-05-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Santa Cruz";9,99;5,54;1,31;0;3;2015-11-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Mogi Mirim";"Vitória";3,02;3,43;2,42;1;1;2015-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"ABC";2,11;3,43;3,78;3;0;2015-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"América Mineiro";2,37;3,21;3,31;2;1;2015-06-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Atlético GO";1,97;3,42;4,33;1;1;2015-09-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Bahia";1,75;3,75;5,23;1;0;2015-11-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Boa";1,74;3,65;5,36;1;0;2015-08-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Botafogo";2,72;3,3;2,78;1;4;2015-10-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Bragantino";1,68;3,71;5,82;3;1;2015-08-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Ceará";2,37;3,24;3,28;2;0;2015-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"CRB";1,44;4,6;8,6;1;1;2015-11-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Criciúma";2,12;3,41;3,7;2;0;2015-05-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Luverdense";1,86;3,61;4,55;1;0;2015-05-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Macaé";1,71;3,84;5,36;1;1;2015-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Mogi Mirim";1,54;4,15;7,06;1;0;2015-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Oeste";1,61;3,9;6,36;2;1;2015-07-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Paraná";1,74;3,78;5,28;2;0;2015-11-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Paysandu";2,04;3,31;4,18;1;1;2015-06-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Sampaio Corrêa";2,07;3,37;4,01;1;1;2015-09-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Santa Cruz";1,98;3,53;4,05;2;1;2015-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Náutico";"Vitória";2,18;3,45;3,55;2;1;2015-07-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"ABC";2,35;3,35;3,21;1;1;2015-08-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"América Mineiro";3,39;3,3;2,29;3;1;2015-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Atlético GO";2,51;3,29;3;0;0;2015-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Bahia";2,66;3,26;2,87;0;1;2015-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Boa";1,86;3,43;4,95;2;1;2015-09-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Botafogo";7,92;4,24;1,49;0;1;2015-06-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Bragantino";2,22;3,37;3,53;1;1;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Ceará";2,81;3,3;2,66;2;0;2015-06-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"CRB";1,9;3,45;4,55;0;0;2015-09-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Criciúma";2,01;3,4;4,17;1;1;2015-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Luverdense";2,42;3,28;3,21;1;0;2015-10-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Macaé";2,2;3,35;3,54;1;2;2015-09-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Mogi Mirim";2,8;3,21;2,73;0;0;2015-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Náutico";2,22;3,34;3,58;2;0;2015-10-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Paraná";2,38;3,24;3,26;1;0;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Paysandu";1,93;3,48;4,46;0;0;2015-11-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Sampaio Corrêa";2,63;3,31;2,89;1;0;2015-07-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Santa Cruz";2,88;3,28;2,65;1;0;2015-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Oeste";"Vitória";2,78;3,25;2,72;1;2;2015-05-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Atlético Mineiro";1,74;3,64;5,58;2;2;2015-05-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Atlético PR";1,54;4,11;7,26;0;1;2015-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Avaí";1,44;4,37;9,29;3;0;2015-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Chapecoense";1,51;4,02;8,36;2;0;2015-07-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Corinthians";2,31;3,24;3,47;3;3;2015-09-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Coritiba";2,6;3,46;2,84;0;2;2015-11-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Cruzeiro";2,69;3,36;2,81;1;1;2015-11-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Figueirense";1,56;4,09;7,25;2;0;2015-09-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Flamengo";1,93;3,45;4,48;4;2;2015-08-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Fluminense";1,74;3,61;5,59;2;1;2015-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Goiás";1,52;4,01;8,16;0;1;2015-05-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Grêmio";2,1;3,41;3,91;3;2;2015-09-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Internacional";1,94;3,37;4,57;1;1;2015-06-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Joinville";1,52;4,18;7,65;3;2;2015-08-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Ponte Preta";1,83;3,74;4,75;0;1;2015-10-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Santos";1,86;3,61;4,64;1;0;2015-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"São Paulo";2,23;3,28;3,61;4;0;2015-06-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Sport Recife";1,68;3,98;5,56;0;2;2015-10-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Palmeiras";"Vasco da Gama";1,6;3,99;6,63;0;2;2015-11-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"ABC";1,8;3,65;4,99;0;0;2015-10-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"América Mineiro";2,36;3,39;3,21;1;0;2015-11-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Atlético GO";1,86;3,44;4,93;1;2;2015-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Bahia";2,2;3,34;3,63;1;0;2015-09-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Boa";1,59;3,85;6,77;1;1;2015-05-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Botafogo";4,01;3,3;2,07;1;2;2015-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Bragantino";2,15;3,51;3,57;0;2;2015-11-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Ceará";2,56;3,26;2,96;1;0;2015-05-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"CRB";1,78;3,61;5,24;0;0;2015-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Criciúma";2,11;3,35;3,81;0;0;2015-07-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Luverdense";2,02;3,37;4,1;1;0;2015-06-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Macaé";1,71;3,82;5,4;3;0;2015-10-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Mogi Mirim";1,81;3,56;4,91;3;1;2015-06-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Náutico";2,12;3,35;3,85;2;0;2015-07-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Oeste";1,83;3,55;4,93;1;1;2015-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Paysandu";2,15;3,33;3,78;1;1;2015-09-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Sampaio Corrêa";2,03;3,38;4,05;1;0;2015-08-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Santa Cruz";2,06;3,34;4;3;2;2015-08-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paraná";"Vitória";2,35;3,29;3,27;0;1;2015-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"ABC";1,59;3,91;6,84;3;2;2015-09-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"América Mineiro";2,26;3,31;3,49;2;0;2015-07-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Atlético GO";1,76;3,6;5,29;2;0;2015-06-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Bahia";2,31;3,32;3,37;0;0;2015-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Boa";1,54;3,97;7,67;3;0;2015-09-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Botafogo";3,6;3,53;2,11;0;1;2015-05-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Bragantino";1,62;3,89;6,22;2;0;2015-08-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Ceará";2,58;3,26;2,93;2;1;2015-05-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"CRB";1,74;3,73;5,31;5;1;2015-10-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Criciúma";1,71;3,88;5,32;1;0;2015-11-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Luverdense";1,75;3,8;5,16;3;2;2015-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Macaé";1,65;3,86;6,15;1;1;2015-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Mogi Mirim";1,47;4,36;8,27;1;1;2015-07-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Náutico";1,75;3,66;5,43;0;1;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Oeste";1,7;3,65;5,82;3;1;2015-08-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Paraná";2,09;3,32;3,91;2;1;2015-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Sampaio Corrêa";1,85;3,53;4,72;1;1;2015-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Santa Cruz";2,27;3,24;3,5;2;1;2015-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Paysandu";"Vitória";2,27;3,39;3,34;1;0;2015-06-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Atlético Mineiro";3,01;3,36;2,5;0;2;2015-07-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Atlético PR";2,01;3,4;4,19;2;1;2015-06-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Avaí";1,77;3,63;5,28;2;0;2015-08-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Chapecoense";1,9;3,45;4,68;3;1;2015-05-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Corinthians";3,08;3,28;2,53;2;2;2015-10-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Coritiba";1,87;3,49;4,91;3;0;2015-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Cruzeiro";2,52;3,2;3,12;1;2;2015-09-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Figueirense";1,79;3,54;5,39;0;1;2015-11-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Flamengo";2,66;3,17;2,95;1;0;2015-08-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Fluminense";2,36;3,26;3,39;3;1;2015-09-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Goiás";1,68;3,72;6;0;0;2015-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Grêmio";2,53;3,19;3,11;0;0;2015-08-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Internacional";1,91;3,44;4,64;0;0;2015-07-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Joinville";1,66;3,72;6,54;1;0;2015-10-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Palmeiras";3,74;3,46;2,11;0;2;2015-07-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Santos";3,01;3,31;2,56;3;1;2015-09-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"São Paulo";3,12;3,21;2,51;1;0;2015-05-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Sport Recife";2,52;3,47;2,94;0;1;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Ponte Preta";"Vasco da Gama";1,71;3,7;5,66;0;1;2015-09-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"ABC";2,07;3,49;3,84;3;2;2015-07-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"América Mineiro";2,3;3,26;3,41;0;2;2015-09-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Atlético GO";1,78;3,72;5,05;2;0;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Bahia";2,47;3,28;3,07;0;0;2015-06-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Boa";1,75;3,6;5,4;3;0;2015-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Botafogo";2,94;3,28;2,6;2;2;2015-10-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Bragantino";1,74;3,78;5,22;2;0;2015-08-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Ceará";2,21;3,37;3,55;1;0;2015-09-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"CRB";1,7;3,8;5,45;1;0;2015-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Criciúma";1,83;3,61;4,7;3;1;2015-06-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Luverdense";1,88;3,45;4,7;3;1;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Macaé";1,81;3,62;4,87;3;1;2015-05-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Mogi Mirim";1,48;4,34;7,64;3;1;2015-09-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Náutico";2,05;3,39;3,97;1;1;2015-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Oeste";1,67;3,86;5,78;1;1;2015-11-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Paraná";1,75;3,82;5,04;1;1;2015-11-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Paysandu";2,16;3,41;3,65;2;0;2015-10-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Santa Cruz";2,37;3,35;3,23;0;0;2015-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Sampaio Corrêa";"Vitória";2,37;3,37;3,16;1;0;2015-08-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"ABC";2,04;3,43;3,95;0;1;2015-05-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"América Mineiro";2,2;3,34;3,56;2;1;2015-09-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Atlético GO";1,7;3,72;5,6;3;0;2015-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Bahia";2,32;3,25;3,42;3;1;2015-07-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Boa";1,74;3,67;5,3;0;0;2015-06-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Botafogo";2,58;3,29;2,91;1;0;2015-08-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Bragantino";1,66;3,87;5,86;3;1;2015-09-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Ceará";2,08;3,47;3,82;2;1;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"CRB";1,68;3,8;5,7;2;1;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Santa Cruz";"Criciúma";1,72;3,77;5,39;2;0;2015-10-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
